caller_number,receiver_number,call_duration_secs,timestamp,tower_id,imei
9876543212,9365378540,1031,2024-02-02 19:14:00,TWR_MUM_002,35388299tattooine84864326
9427193405,9319664236,315,2024-04-18 16:24:00,TWR_KOL_001,35387906tattooine43934119
9348933710,9227435646,364,2024-02-18 19:48:00,TWR_MUM_001,35909823tattooine41115970
9876543213,9952643672,3437,2024-02-22 09:06:00,TWR_DEL_001,35921285tattooine83235253
9876543213,9892944256,3052,2024-01-12 14:28:00,TWR_DEL_001,35921285tattooine83235253
9876543211,9647217064,3478,2024-05-08 12:14:00,TWR_DEL_001,35921285tattooine83235253
9228684676,9915186598,336,2024-03-18 10:42:00,TWR_HYD_001,35002272tattooine80200932
9876543213,9603032216,1427,2024-05-31 19:58:00,TWR_DEL_001,35388299tattooine84864326
9876543213,9311576665,2330,2024-06-13 18:24:00,TWR_DEL_001,35117388tattooine23196964
9152382692,9524622866,436,2024-03-17 14:11:00,TWR_CHN_001,35388299tattooine84864326
9787985622,9143327846,240,2024-04-28 08:35:00,TWR_BLR_001,35388299tattooine84864326
9876543213,9311576665,2470,2024-03-03 12:13:00,TWR_DEL_002,35117388tattooine23196964
9876543210,9079513966,1819,2024-02-18 08:17:00,TWR_DEL_001,35388299tattooine84864326
9876543214,9528526934,461,2024-05-30 19:42:00,TWR_DEL_001,35921285tattooine83235253
9876543213,9965306605,1663,2024-02-24 11:47:00,TWR_MUM_001,35921285tattooine83235253
9876543213,9620387268,3149,2024-03-02 16:20:00,TWR_DEL_002,35117388tattooine23196964
9389341728,9864445544,556,2024-03-07 13:32:00,TWR_HYD_001,35909823tattooine41115970
9864445544,9265644779,490,2024-04-04 13:26:00,TWR_HYD_001,35002272tattooine80200932
9876543211,9927911325,897,2024-05-21 17:37:00,TWR_DEL_001,35117388tattooine23196964
9401980023,9343688439,210,2024-04-07 17:53:00,TWR_HYD_001,35002272tattooine80200932
9876543214,9019730953,3105,2024-05-05 19:41:00,TWR_MUM_001,35117388tattooine23196964
9227435646,9902237006,370,2024-05-19 15:11:00,TWR_MUM_001,35388299tattooine84864326
9543287195,9618609558,70,2024-06-20 08:48:00,TWR_DEL_001,35117388tattooine23196964
9876543211,9732522848,1247,2024-02-08 08:13:00,TWR_DEL_001,35388299tattooine84864326
9876543212,9211326745,2830,2024-05-04 08:00:00,TWR_MUM_002,35388299tattooine84864326
9876543213,9175218743,368,2024-03-14 08:32:00,TWR_MUM_001,35388299tattooine84864326
9009647202,9328985610,193,2024-05-14 10:15:00,TWR_DEL_002,35117388tattooine23196964
9876543214,9409943270,1751,2024-01-21 13:25:00,TWR_MUM_001,35117388tattooine23196964
9876543211,9363769121,1225,2024-01-21 18:54:00,TWR_MUM_001,35388299tattooine84864326
9595345269,9243623758,425,2024-05-21 15:03:00,TWR_CHN_001,35050291tattooine44594891
9950578581,9275382517,94,2024-06-14 20:21:00,TWR_KOL_001,35050291tattooine44594891
9876543210,9174572750,474,2024-06-26 17:30:00,TWR_DEL_002,35921285tattooine83235253
9876543210,9797719461,1448,2024-03-21 08:13:00,TWR_DEL_001,35921285tattooine83235253
9876543213,9476918423,1525,2024-03-02 17:53:00,TWR_DEL_002,35388299tattooine84864326
9797346046,9888849839,563,2024-02-05 20:44:00,TWR_HYD_001,35050291tattooine44594891
9275681208,9149951272,364,2024-04-21 11:53:00,TWR_DEL_001,35117388tattooine23196964
9876543214,9800456075,2814,2024-01-08 18:17:00,TWR_MUM_002,35117388tattooine23196964
9345073762,9390527682,243,2024-04-06 14:11:00,TWR_HYD_001,35387906tattooine43934119
9130804737,9389341728,97,2024-01-19 09:17:00,TWR_BLR_001,35002272tattooine80200932
9876543211,9927911325,1895,2024-01-28 09:00:00,TWR_MUM_001,35117388tattooine23196964
9175914036,9981262897,286,2024-01-23 10:27:00,TWR_DEL_002,35388299tattooine84864326
9876543214,9951667617,1971,2024-01-23 13:35:00,TWR_DEL_001,35921285tattooine83235253
9876543214,9785850882,1877,2024-04-15 14:49:00,TWR_DEL_001,35117388tattooine23196964
9876543214,9620387268,2642,2024-04-07 10:08:00,TWR_DEL_002,35388299tattooine84864326
9876543212,9482287552,897,2024-04-21 12:26:00,TWR_DEL_001,35921285tattooine83235253
9876543210,9064101420,1330,2024-06-09 15:38:00,TWR_DEL_002,35388299tattooine84864326
9753098899,9943951352,148,2024-04-11 13:53:00,TWR_BLR_001,35921285tattooine83235253
9304860732,9190856897,347,2024-04-20 18:38:00,TWR_KOL_001,35383553tattooine83491291
9876543212,9528526934,3147,2024-03-21 10:25:00,TWR_DEL_002,35117388tattooine23196964
9344769508,9141564396,512,2024-04-06 12:52:00,TWR_MUM_002,35383553tattooine83491291
9921389937,9004698647,587,2024-05-19 10:43:00,TWR_MUM_002,35433372tattooine23065537
9825818124,9379522189,482,2024-03-15 19:04:00,TWR_MUM_002,35583364tattooine19217410
9255450216,9255450216,428,2024-06-11 12:15:00,TWR_KOL_001,35388299tattooine84864326
9876543211,9978684624,2033,2024-04-24 17:30:00,TWR_MUM_002,35921285tattooine83235253
9876543214,9494272706,3133,2024-01-10 20:23:00,TWR_MUM_002,35388299tattooine84864326
9344817438,9061871655,97,2024-06-17 18:22:00,TWR_DEL_002,35002272tattooine80200932
9876543214,9738806569,2606,2024-04-20 09:00:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9047834912,3359,2024-04-05 14:29:00,TWR_DEL_002,35117388tattooine23196964
9305097027,9702501681,522,2024-01-07 15:06:00,TWR_MUM_001,35383553tattooine83491291
9876543210,9143241480,3290,2024-03-20 13:29:00,TWR_DEL_002,35117388tattooine23196964
9591481945,9228983621,366,2024-04-22 19:44:00,TWR_KOL_001,35117388tattooine23196964
9876543210,9603032216,483,2024-03-28 18:06:00,TWR_DEL_001,35921285tattooine83235253
9522432515,9418617109,259,2024-02-10 13:35:00,TWR_MUM_001,35387906tattooine43934119
9876543213,9127423248,3567,2024-02-17 10:40:00,TWR_MUM_002,35388299tattooine84864326
9907084202,9641562145,212,2024-04-19 14:00:00,TWR_KOL_001,35433372tattooine23065537
9541397978,9371613121,74,2024-02-17 13:20:00,TWR_DEL_002,35387906tattooine43934119
9876543210,9831695734,3047,2024-06-12 13:38:00,TWR_MUM_002,35388299tattooine84864326
9876543213,9602796171,767,2024-04-27 17:11:00,TWR_MUM_001,35117388tattooine23196964
9740034142,9776465459,314,2024-03-21 09:15:00,TWR_DEL_002,35388299tattooine84864326
9876543211,9136023287,3140,2024-04-09 14:38:00,TWR_DEL_002,35388299tattooine84864326
9876543213,9339850012,1060,2024-05-17 19:58:00,TWR_MUM_002,35388299tattooine84864326
9033464441,9079447903,180,2024-02-05 10:20:00,TWR_KOL_001,35909823tattooine41115970
9016590486,9301327066,377,2024-02-04 11:52:00,TWR_DEL_001,35583364tattooine19217410
9876543214,9494272706,2974,2024-06-24 15:26:00,TWR_MUM_002,35117388tattooine23196964
9175914036,9114859978,181,2024-01-08 20:48:00,TWR_DEL_002,35433372tattooine23065537
9876543210,9738588061,1220,2024-04-27 17:47:00,TWR_MUM_001,35921285tattooine83235253
9849642992,9324504113,533,2024-01-30 12:49:00,TWR_DEL_002,35433372tattooine23065537
9876543212,9456187302,3399,2024-04-22 16:13:00,TWR_DEL_001,35388299tattooine84864326
9696729759,9141564396,263,2024-04-25 12:22:00,TWR_BLR_001,35921285tattooine83235253
9256375943,9036633192,130,2024-05-30 19:22:00,TWR_MUM_002,35002272tattooine80200932
9826499022,9336225630,448,2024-02-05 20:13:00,TWR_MUM_001,35433372tattooine23065537
9221460653,9476997186,593,2024-03-12 17:34:00,TWR_HYD_001,35387906tattooine43934119
9876543212,9583926581,2645,2024-06-22 09:08:00,TWR_MUM_001,35388299tattooine84864326
9807505208,9644751168,70,2024-06-28 10:15:00,TWR_BLR_001,35388299tattooine84864326
9876543212,9060104949,3418,2024-02-06 17:40:00,TWR_MUM_002,35117388tattooine23196964
9876543213,9587815318,2151,2024-01-24 14:32:00,TWR_DEL_001,35388299tattooine84864326
9494079137,9565583419,387,2024-03-24 17:00:00,TWR_KOL_001,35583364tattooine19217410
9873937312,9565289537,105,2024-01-17 20:34:00,TWR_KOL_001,35383553tattooine83491291
9876543213,9983707209,2326,2024-03-13 13:35:00,TWR_MUM_001,35117388tattooine23196964
9876543214,9151033625,3528,2024-01-13 08:06:00,TWR_MUM_001,35388299tattooine84864326
9985766789,9227435646,26,2024-04-22 15:00:00,TWR_DEL_002,35388299tattooine84864326
9867897034,9300837504,145,2024-03-11 09:41:00,TWR_BLR_001,35388299tattooine84864326
9876543210,9136023287,3021,2024-04-11 18:19:00,TWR_DEL_002,35921285tattooine83235253
9542716946,9004265517,449,2024-01-01 11:30:00,TWR_DEL_002,35117388tattooine23196964
9876543214,9576061455,2427,2024-01-03 19:21:00,TWR_MUM_002,35921285tattooine83235253
9035086768,9772868097,145,2024-02-28 14:05:00,TWR_KOL_001,35117388tattooine23196964
9696729759,9696729759,330,2024-02-05 14:49:00,TWR_HYD_001,35909823tattooine41115970
9254455865,9006829781,156,2024-05-24 08:39:00,TWR_DEL_002,35387906tattooine43934119
9005285105,9286436117,228,2024-06-06 18:28:00,TWR_MUM_001,35050291tattooine44594891
9256375943,9888849839,112,2024-05-30 19:24:00,TWR_MUM_001,35117388tattooine23196964
9876543213,9428247581,3540,2024-03-11 18:05:00,TWR_DEL_002,35921285tattooine83235253
9876543214,9892944256,3253,2024-01-07 18:56:00,TWR_MUM_001,35388299tattooine84864326
9876543214,9604522528,2387,2024-04-10 12:41:00,TWR_DEL_002,35388299tattooine84864326
9876543211,9482287552,1880,2024-05-07 18:38:00,TWR_DEL_001,35921285tattooine83235253
9876543210,9064101420,1596,2024-05-25 14:23:00,TWR_DEL_002,35117388tattooine23196964
9876543211,9850465353,2229,2024-05-30 09:00:00,TWR_DEL_001,35921285tattooine83235253
9876543210,9211326745,3532,2024-03-14 18:45:00,TWR_MUM_002,35388299tattooine84864326
9876543213,9339850012,3174,2024-06-12 16:34:00,TWR_MUM_002,35921285tattooine83235253
9371613121,9163903080,327,2024-02-22 20:09:00,TWR_DEL_002,35387906tattooine43934119
9876543213,9602796171,2898,2024-06-27 14:46:00,TWR_DEL_001,35117388tattooine23196964
9592008647,9456494368,260,2024-01-30 15:39:00,TWR_DEL_002,35050291tattooine44594891
9820400931,9007564339,189,2024-02-05 19:00:00,TWR_DEL_002,35921285tattooine83235253
9876543212,9372589641,2418,2024-04-05 10:47:00,TWR_MUM_001,35921285tattooine83235253
9912041552,9565289537,130,2024-04-19 12:33:00,TWR_DEL_001,35383553tattooine83491291
9876543214,9388465399,615,2024-05-10 13:03:00,TWR_MUM_002,35117388tattooine23196964
9876543214,9457248860,1806,2024-01-27 17:43:00,TWR_DEL_002,35117388tattooine23196964
9113119629,9756537442,531,2024-01-04 11:02:00,TWR_DEL_001,35921285tattooine83235253
9876543213,9249484724,1033,2024-06-16 14:14:00,TWR_DEL_001,35388299tattooine84864326
9876543213,9445340847,1610,2024-05-26 13:07:00,TWR_MUM_001,35921285tattooine83235253
9876543210,9863930105,1214,2024-01-18 15:55:00,TWR_DEL_001,35117388tattooine23196964
9876543212,9785850882,653,2024-04-04 11:18:00,TWR_MUM_002,35921285tattooine83235253
9876543212,9927911325,2850,2024-04-04 17:31:00,TWR_DEL_002,35117388tattooine23196964
9993776476,9565888565,569,2024-01-02 14:01:00,TWR_MUM_002,35388299tattooine84864326
9876543212,9410239742,3140,2024-01-01 20:42:00,TWR_DEL_001,35117388tattooine23196964
9876543212,9520047497,1140,2024-05-05 08:09:00,TWR_DEL_002,35117388tattooine23196964
9243623758,9211223862,247,2024-04-27 19:05:00,TWR_CHN_001,35383553tattooine83491291
9876543214,9093701774,2910,2024-05-31 17:03:00,TWR_MUM_002,35921285tattooine83235253
9876543211,9571742715,1494,2024-04-10 19:53:00,TWR_MUM_001,35117388tattooine23196964
9792572128,9504227513,288,2024-02-21 10:49:00,TWR_MUM_002,35117388tattooine23196964
9110891596,9075026297,118,2024-04-29 13:26:00,TWR_MUM_001,35583364tattooine19217410
9876543212,9888978929,1150,2024-04-28 12:54:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9797719461,1546,2024-03-24 10:05:00,TWR_DEL_001,35921285tattooine83235253
9291132147,9687707381,415,2024-03-07 10:01:00,TWR_DEL_001,35909823tattooine41115970
9173228813,9504227513,579,2024-04-28 09:51:00,TWR_MUM_002,35117388tattooine23196964
9929775919,9275840736,73,2024-02-20 14:23:00,TWR_MUM_002,35388299tattooine84864326
9252789672,9050742290,96,2024-01-06 09:12:00,TWR_BLR_001,35117388tattooine23196964
9175914036,9368531474,141,2024-02-01 08:29:00,TWR_DEL_002,35383553tattooine83491291
9876543214,9497472555,3267,2024-01-08 14:43:00,TWR_MUM_002,35117388tattooine23196964
9876543212,9983707209,1066,2024-04-24 10:02:00,TWR_MUM_001,35117388tattooine23196964
9686717367,9058244655,312,2024-05-20 15:03:00,TWR_KOL_001,35050291tattooine44594891
9876543213,9521885830,2017,2024-05-14 11:40:00,TWR_DEL_002,35388299tattooine84864326
9946157607,9815435880,29,2024-05-02 16:50:00,TWR_CHN_001,35383553tattooine83491291
9876543214,9788108578,1617,2024-02-16 08:20:00,TWR_MUM_002,35117388tattooine23196964
9876543210,9107549164,1450,2024-05-15 13:49:00,TWR_DEL_001,35117388tattooine23196964
9876543211,9586541708,710,2024-03-02 12:34:00,TWR_DEL_002,35388299tattooine84864326
9935628246,9612759020,67,2024-04-09 13:59:00,TWR_MUM_002,35433372tattooine23065537
9121193090,9033464441,190,2024-03-22 20:47:00,TWR_MUM_002,35433372tattooine23065537
9077453557,9295937834,38,2024-05-24 10:36:00,TWR_HYD_001,35433372tattooine23065537
9985766789,9368531474,514,2024-05-05 08:05:00,TWR_BLR_001,35388299tattooine84864326
9876543214,9720978769,381,2024-03-25 17:12:00,TWR_MUM_002,35921285tattooine83235253
9680692294,9178383437,191,2024-01-06 10:37:00,TWR_HYD_001,35921285tattooine83235253
9443173342,9474105123,123,2024-04-05 19:42:00,TWR_HYD_001,35117388tattooine23196964
9876543210,9911899789,1536,2024-02-10 19:27:00,TWR_MUM_001,35921285tattooine83235253
9572651558,9476865853,334,2024-06-26 17:50:00,TWR_MUM_001,35387906tattooine43934119
9876543214,9177919228,1849,2024-06-25 12:08:00,TWR_MUM_001,35388299tattooine84864326
9876543210,9129424773,2646,2024-01-09 10:38:00,TWR_MUM_002,35388299tattooine84864326
9876543214,9720978769,2919,2024-02-06 13:47:00,TWR_DEL_001,35117388tattooine23196964
9876543212,9588915003,987,2024-06-20 18:46:00,TWR_DEL_001,35388299tattooine84864326
9210784806,9404791413,281,2024-06-26 09:22:00,TWR_MUM_002,35002272tattooine80200932
9876543210,9445340847,305,2024-04-22 19:26:00,TWR_DEL_001,35117388tattooine23196964
9027473524,9367890242,514,2024-05-19 14:06:00,TWR_CHN_001,35383553tattooine83491291
9430328889,9991525457,240,2024-01-19 20:54:00,TWR_MUM_001,35583364tattooine19217410
9876543210,9588915003,1369,2024-03-28 10:56:00,TWR_DEL_001,35921285tattooine83235253
9876543210,9003374516,681,2024-06-06 15:45:00,TWR_MUM_001,35388299tattooine84864326
9876543211,9604522528,2078,2024-01-26 13:13:00,TWR_DEL_002,35921285tattooine83235253
9348129572,9524622866,577,2024-03-17 11:06:00,TWR_BLR_001,35909823tattooine41115970
9876543214,9003374516,2310,2024-04-02 08:27:00,TWR_DEL_002,35921285tattooine83235253
9876543214,9804587083,1117,2024-02-22 10:40:00,TWR_DEL_001,35921285tattooine83235253
9876543210,9698850872,773,2024-04-30 15:57:00,TWR_MUM_001,35117388tattooine23196964
9365264361,9618609558,567,2024-04-04 14:23:00,TWR_CHN_001,35388299tattooine84864326
9876543210,9831695734,2101,2024-02-27 12:36:00,TWR_MUM_002,35117388tattooine23196964
9876543210,9607762840,3036,2024-04-15 20:37:00,TWR_MUM_001,35388299tattooine84864326
9876543210,9382788014,2440,2024-06-24 15:36:00,TWR_MUM_002,35388299tattooine84864326
9780950128,9731122566,90,2024-05-08 17:57:00,TWR_CHN_001,35921285tattooine83235253
9876543214,9707424190,2840,2024-04-24 10:10:00,TWR_DEL_002,35921285tattooine83235253
9135377014,9737411550,139,2024-01-21 18:27:00,TWR_DEL_001,35050291tattooine44594891
9876543211,9218461811,1356,2024-01-18 09:24:00,TWR_MUM_001,35388299tattooine84864326
9876543214,9785850882,1431,2024-06-28 17:37:00,TWR_MUM_002,35921285tattooine83235253
9876543213,9072129450,1997,2024-05-25 17:37:00,TWR_DEL_002,35921285tattooine83235253
9650639476,9997169926,118,2024-05-17 13:56:00,TWR_DEL_002,35909823tattooine41115970
9876543213,9019730953,2288,2024-02-14 12:25:00,TWR_MUM_002,35921285tattooine83235253
9876543214,9244837309,3141,2024-04-11 13:44:00,TWR_MUM_002,35921285tattooine83235253
9876543213,9609380409,1825,2024-03-18 12:17:00,TWR_DEL_001,35117388tattooine23196964
9035485487,9524622866,110,2024-03-17 19:28:00,TWR_MUM_002,35388299tattooine84864326
9587458142,9912041552,436,2024-04-23 11:58:00,TWR_DEL_002,35002272tattooine80200932
9756537442,9605752756,538,2024-05-11 20:10:00,TWR_HYD_001,35921285tattooine83235253
9876543214,9856675160,855,2024-02-19 11:53:00,TWR_DEL_001,35921285tattooine83235253
9876543210,9866281529,507,2024-02-20 12:23:00,TWR_MUM_001,35388299tattooine84864326
9631952450,9629140043,136,2024-04-05 15:38:00,TWR_DEL_001,35002272tattooine80200932
9876543213,9602796171,2558,2024-02-11 12:47:00,TWR_MUM_001,35117388tattooine23196964
9365264361,9508367444,38,2024-02-11 17:49:00,TWR_CHN_001,35921285tattooine83235253
9291121083,9641877264,240,2024-06-15 14:32:00,TWR_MUM_002,35909823tattooine41115970
9876543210,9698850872,841,2024-01-03 11:16:00,TWR_DEL_002,35388299tattooine84864326
9718837354,9527519571,291,2024-03-30 15:16:00,TWR_CHN_001,35050291tattooine44594891
9876543212,9707424190,2432,2024-01-27 08:32:00,TWR_MUM_002,35388299tattooine84864326
9968677571,9662546241,393,2024-06-24 09:30:00,TWR_BLR_001,35909823tattooine41115970
9876543212,9510165477,1631,2024-06-16 19:57:00,TWR_MUM_001,35117388tattooine23196964
9596587969,9307763584,539,2024-06-02 14:42:00,TWR_MUM_002,35921285tattooine83235253
9876543211,9445340847,404,2024-03-07 14:25:00,TWR_MUM_002,35117388tattooine23196964
9876543210,9291421407,3200,2024-02-26 18:34:00,TWR_DEL_002,35117388tattooine23196964
9780950128,9714112114,377,2024-06-17 16:11:00,TWR_BLR_001,35388299tattooine84864326
9876543213,9217737320,3334,2024-05-23 20:58:00,TWR_MUM_001,35388299tattooine84864326
9876543212,9019730953,665,2024-02-27 19:55:00,TWR_DEL_002,35117388tattooine23196964
9876543212,9136023287,1367,2024-01-31 15:03:00,TWR_MUM_001,35117388tattooine23196964
9948625088,9809949651,82,2024-05-08 09:55:00,TWR_KOL_001,35002272tattooine80200932
9439213340,9695432439,433,2024-02-05 11:21:00,TWR_DEL_001,35388299tattooine84864326
9876543214,9036888042,886,2024-02-16 20:05:00,TWR_MUM_001,35388299tattooine84864326
9876543211,9428247581,2898,2024-04-25 12:13:00,TWR_DEL_001,35921285tattooine83235253
9902237006,9143355057,172,2024-02-03 17:27:00,TWR_KOL_001,35117388tattooine23196964
9585922869,9867897034,498,2024-01-10 16:12:00,TWR_CHN_001,35921285tattooine83235253
9511997565,9072897452,339,2024-06-22 08:40:00,TWR_MUM_002,35921285tattooine83235253
9844052941,9494079137,362,2024-01-27 14:32:00,TWR_BLR_001,35388299tattooine84864326
9876543211,9560987373,487,2024-04-26 19:33:00,TWR_MUM_001,35117388tattooine23196964
9876543212,9296151098,3113,2024-05-05 13:48:00,TWR_DEL_002,35117388tattooine23196964
9876543213,9781073107,1235,2024-02-03 11:46:00,TWR_DEL_002,35388299tattooine84864326
9876543214,9632857526,804,2024-06-15 20:02:00,TWR_MUM_001,35388299tattooine84864326
9876543212,9888978929,2490,2024-01-13 18:06:00,TWR_DEL_001,35388299tattooine84864326
9155760806,9754665257,128,2024-04-07 09:35:00,TWR_CHN_001,35583364tattooine19217410
9876543211,9939575983,3147,2024-04-17 18:06:00,TWR_DEL_001,35117388tattooine23196964
9652576146,9799867047,150,2024-05-10 19:39:00,TWR_CHN_001,35117388tattooine23196964
9876543210,9224820812,2338,2024-02-21 20:16:00,TWR_DEL_002,35388299tattooine84864326
9582864193,9300837504,376,2024-02-11 08:35:00,TWR_CHN_001,35909823tattooine41115970
9876543211,9972967191,2268,2024-01-01 08:42:00,TWR_MUM_001,35921285tattooine83235253
9876543210,9210898914,3040,2024-01-24 20:32:00,TWR_MUM_002,35921285tattooine83235253
9876543210,9857326628,2939,2024-03-16 12:29:00,TWR_DEL_002,35117388tattooine23196964
9876543211,9673095538,1490,2024-03-21 14:47:00,TWR_MUM_001,35388299tattooine84864326
9876543210,9365498734,866,2024-04-01 15:39:00,TWR_DEL_002,35117388tattooine23196964
9876543210,9136023287,1703,2024-04-12 14:29:00,TWR_DEL_002,35921285tattooine83235253
9876543213,9972967191,2258,2024-02-12 09:08:00,TWR_MUM_002,35388299tattooine84864326
9476997186,9718837354,173,2024-05-31 15:51:00,TWR_DEL_002,35050291tattooine44594891
9876543213,9415114883,2803,2024-06-05 08:55:00,TWR_MUM_002,35117388tattooine23196964
9780547807,9404253652,143,2024-01-29 14:28:00,TWR_KOL_001,35583364tattooine19217410
9876543212,9019730953,1587,2024-06-22 16:49:00,TWR_DEL_001,35388299tattooine84864326
9776369402,9506615459,239,2024-05-13 19:44:00,TWR_HYD_001,35387906tattooine43934119
9876305724,9130804737,264,2024-06-18 18:41:00,TWR_KOL_001,35383553tattooine83491291
9876543214,9205402899,523,2024-02-10 16:54:00,TWR_DEL_001,35388299tattooine84864326
9876543213,9457248860,606,2024-03-02 13:17:00,TWR_MUM_002,35117388tattooine23196964
9876543211,9003374516,2935,2024-03-01 09:29:00,TWR_MUM_002,35117388tattooine23196964
9876543214,9221578058,660,2024-03-21 09:31:00,TWR_MUM_002,35117388tattooine23196964
9861880227,9696729759,423,2024-05-22 16:00:00,TWR_CHN_001,35921285tattooine83235253
9956689812,9329824233,321,2024-03-28 13:52:00,TWR_MUM_002,35583364tattooine19217410
9876543211,9866281529,1659,2024-06-17 13:45:00,TWR_MUM_002,35388299tattooine84864326
9876543210,9647597408,2998,2024-03-28 13:53:00,TWR_DEL_002,35921285tattooine83235253
9776465459,9344769508,570,2024-01-12 10:31:00,TWR_HYD_001,35117388tattooine23196964
9876543213,9224820812,1341,2024-01-31 14:13:00,TWR_DEL_002,35921285tattooine83235253
9876543211,9978684624,1684,2024-01-12 18:53:00,TWR_DEL_001,35117388tattooine23196964
9133028137,9211398995,471,2024-05-09 10:31:00,TWR_KOL_001,35433372tattooine23065537
9876543210,9818999432,2072,2024-02-15 19:37:00,TWR_MUM_002,35388299tattooine84864326
9876543211,9520047497,1886,2024-04-08 14:38:00,TWR_MUM_001,35388299tattooine84864326
9430113417,9931257369,290,2024-03-16 15:51:00,TWR_CHN_001,35383553tattooine83491291
9876543213,9528526934,3167,2024-05-20 13:45:00,TWR_MUM_001,35388299tattooine84864326
9188478591,9336225630,232,2024-06-08 19:18:00,TWR_MUM_002,35002272tattooine80200932
9964097998,9997607469,145,2024-05-18 19:40:00,TWR_MUM_001,35387906tattooine43934119
9876543210,9647597408,1742,2024-05-26 18:45:00,TWR_MUM_002,35388299tattooine84864326
9876543214,9135654668,2030,2024-01-28 08:24:00,TWR_DEL_001,35388299tattooine84864326
9876543210,9106943373,1393,2024-06-23 12:09:00,TWR_DEL_002,35117388tattooine23196964
9702501681,9620417415,312,2024-01-09 13:52:00,TWR_MUM_002,35387906tattooine43934119
9876543214,9317410152,3328,2024-06-14 16:24:00,TWR_DEL_002,35388299tattooine84864326
9876543212,9450183539,3021,2024-04-09 14:50:00,TWR_DEL_001,35117388tattooine23196964
9792227502,9968677571,575,2024-03-05 11:39:00,TWR_DEL_001,35921285tattooine83235253
9035086768,9743517674,463,2024-05-30 16:47:00,TWR_MUM_002,35383553tattooine83491291
9993776476,9839320580,208,2024-02-15 18:04:00,TWR_BLR_001,35583364tattooine19217410
9876543211,9025920787,2404,2024-01-11 14:17:00,TWR_DEL_001,35117388tattooine23196964
9876543211,9019424760,2692,2024-03-25 15:45:00,TWR_MUM_001,35921285tattooine83235253
9258664578,9343688439,340,2024-06-18 12:31:00,TWR_DEL_001,35433372tattooine23065537
9324504113,9511701134,84,2024-02-26 10:33:00,TWR_HYD_001,35387906tattooine43934119
9876543214,9586541708,2003,2024-03-30 11:56:00,TWR_MUM_002,35921285tattooine83235253
9876543212,9001207340,1777,2024-06-07 16:30:00,TWR_MUM_001,35921285tattooine83235253
9092974179,9225741224,19,2024-04-24 11:57:00,TWR_DEL_002,35383553tattooine83491291
9410327497,9799867047,259,2024-04-07 20:07:00,TWR_DEL_001,35383553tattooine83491291
9876543214,9757764009,1458,2024-04-05 16:51:00,TWR_DEL_001,35388299tattooine84864326
9876543213,9738806569,1514,2024-05-11 09:06:00,TWR_DEL_002,35117388tattooine23196964
9876543214,9093564327,330,2024-06-20 18:49:00,TWR_DEL_001,35921285tattooine83235253
9876543213,9520047497,1142,2024-01-19 19:43:00,TWR_MUM_002,35388299tattooine84864326
9876543213,9978684624,1658,2024-01-19 08:11:00,TWR_DEL_001,35921285tattooine83235253
9848294560,9895664438,598,2024-04-14 14:28:00,TWR_MUM_002,35909823tattooine41115970
9876305724,9124210615,27,2024-05-16 08:41:00,TWR_CHN_001,35117388tattooine23196964
9419729039,9427193405,56,2024-05-08 09:18:00,TWR_DEL_002,35383553tattooine83491291
9290575349,9773027333,98,2024-04-07 14:52:00,TWR_BLR_001,35583364tattooine19217410
9787985622,9297401216,556,2024-04-10 20:51:00,TWR_MUM_002,35388299tattooine84864326
9401980023,9572651558,157,2024-01-03 16:55:00,TWR_BLR_001,35383553tattooine83491291
9876543210,9673095538,320,2024-05-20 09:19:00,TWR_MUM_002,35388299tattooine84864326
9876543212,9983707209,1990,2024-02-17 11:39:00,TWR_DEL_002,35921285tattooine83235253
9245048969,9004698647,195,2024-04-28 18:35:00,TWR_DEL_001,35387906tattooine43934119
9876543210,9409943270,702,2024-05-28 15:21:00,TWR_DEL_002,35388299tattooine84864326
9876543211,9204968638,1467,2024-03-22 15:28:00,TWR_DEL_001,35921285tattooine83235253
9876543212,9450183539,2692,2024-05-25 13:51:00,TWR_DEL_002,35388299tattooine84864326
9876543213,9632857526,319,2024-02-26 19:47:00,TWR_MUM_001,35921285tattooine83235253
9989679022,9262009799,378,2024-05-02 15:28:00,TWR_MUM_001,35383553tattooine83491291
9876543212,9151033625,2559,2024-06-14 17:05:00,TWR_DEL_001,35921285tattooine83235253
9035485487,9316735094,153,2024-06-09 09:46:00,TWR_MUM_002,35909823tattooine41115970
9876543210,9494272706,2887,2024-05-28 14:49:00,TWR_DEL_001,35388299tattooine84864326
9876543210,9818999432,1367,2024-02-08 13:25:00,TWR_MUM_002,35388299tattooine84864326
9876543214,9812773434,1491,2024-05-08 16:05:00,TWR_DEL_002,35117388tattooine23196964
9876543214,9365498734,3014,2024-06-24 10:48:00,TWR_DEL_002,35388299tattooine84864326
9876543213,9586541708,1033,2024-05-03 13:02:00,TWR_DEL_002,35388299tattooine84864326
9876543213,9127423248,557,2024-02-29 08:42:00,TWR_MUM_001,35117388tattooine23196964
9876543212,9382788014,2223,2024-01-11 18:20:00,TWR_MUM_002,35921285tattooine83235253
9876543214,9410239742,1420,2024-05-19 17:11:00,TWR_MUM_001,35388299tattooine84864326
9876543213,9242857801,2707,2024-03-05 14:58:00,TWR_DEL_001,35388299tattooine84864326
